chr	anotation	type	start	end	score	strand	frame	gene	attribute
1	Araport11	gene	767037	767385	.	-	.	AT1G04173	long_noncoding_rna
1	Araport11	gene	780107	780409	.	+	.	AT1G04177	long_noncoding_rna
1	Araport11	gene	1104493	1106241	.	+	.	AT1G04180	protein_coding
1	Araport11	gene	845677	847683	.	+	.	AT1G04183	antisense_long_noncoding_rna
1	Araport11	gene	875056	875189	31	-	.	AT1G04187	small_nucleolar_rna
1	Araport11	gene	1106354	1108725	.	-	.	AT1G04190	protein_coding
1	Araport11	gene	875224	875340	2	-	.	AT1G04193	small_nucleolar_rna
1	Araport11	gene	875679	875823	2	-	.	AT1G04197	small_nucleolar_rna
1	Araport11	gene	1109395	1114155	.	+	.	AT1G04200	protein_coding
1	Araport11	gene	913390	913595	.	+	.	AT1G04203	long_noncoding_rna
1	Araport11	gene	926989	927200	.	-	.	AT1G04207	long_noncoding_rna
1	Araport11	gene	1114375	1119739	.	+	.	AT1G04210	protein_coding
1	Araport11	gene	937032	937141	6	-	.	AT1G04213	small_nucleolar_rna
1	Araport11	gene	1008592	1008735	22	+	.	AT1G04217	small_nucleolar_rna
1	Araport11	gene	1119699	1122786	.	-	.	AT1G04220	protein_coding
1	Araport11	gene	1009073	1009189	2	+	.	AT1G04223	small_nucleolar_rna
1	Araport11	gene	1009249	1009356	93	+	.	AT1G04227	small_nucleolar_rna
1	Araport11	gene	1125515	1128788	.	+	.	AT1G04230	protein_coding
1	Araport11	gene	1018123	1018514	.	-	.	AT1G04233	antisense_long_noncoding_rna
1	Araport11	gene	1043118	1043415	.	+	.	AT1G04237	antisense_long_noncoding_rna
1	Araport11	gene	1128149	1129689	.	-	.	AT1G04240	protein_coding
1	Araport11	gene	1072574	1072780	.	-	.	AT1G04243	long_noncoding_rna
1	Araport11	gene	1120225	1122526	.	+	.	AT1G04247	antisense_long_noncoding_rna
1	Araport11	gene	1136078	1138663	.	+	.	AT1G04250	protein_coding
1	Araport11	gene	1134308	1134997	.	-	.	AT1G04253	long_noncoding_rna
1	Araport11	gene	1178925	1179176	.	+	.	AT1G04257	long_noncoding_rna
1	Araport11	gene	1140278	1141564	.	-	.	AT1G04260	protein_coding
1	Araport11	gene	1215731	1215831	102	-	.	AT1G04263	small_nuclear_rna
1	Araport11	gene	1216552	1216691	2	+	.	AT1G04267	small_nucleolar_rna
1	Araport11	gene	1141558	1143130	.	-	.	AT1G04270	protein_coding
1	Araport11	gene	1216722	1216865	2	+	.	AT1G04273	small_nucleolar_rna
1	Araport11	gene	1216921	1217061	40	+	.	AT1G04277	small_nucleolar_rna
1	Araport11	gene	1143436	1147091	.	-	.	AT1G04280	protein_coding
1	Araport11	gene	1299553	1299796	.	+	.	AT1G04283	long_noncoding_rna
1	Araport11	gene	1333696	1334012	.	+	.	AT1G04287	long_noncoding_rna
1	Araport11	gene	1147297	1148533	.	-	.	AT1G04290	protein_coding
1	Araport11	gene	1382790	1383059	.	-	.	AT1G04293	long_noncoding_rna
1	Araport11	gene	1147781	1148435	.	+	.	AT1G04295	antisense_long_noncoding_rna
1	Araport11	gene	1385478	1386132	.	-	.	AT1G04297	antisense_long_noncoding_rna
1	Araport11	gene	1148564	1154667	.	-	.	AT1G04300	protein_coding
1	Araport11	gene	1388988	1389225	.	+	.	AT1G04303	antisense_long_noncoding_rna
1	Araport11	gene	1429442	1429889	.	-	.	AT1G04307	long_noncoding_rna
1	Araport11	gene	1154740	1157813	.	-	.	AT1G04310	protein_coding
1	Araport11	gene	1444692	1445039	.	-	.	AT1G04313	long_noncoding_rna
1	Araport11	gene	1159023	1159093	71	+	.	AT1G04320	pre_trna
1	Araport11	gene	1446835	1447073	.	+	.	AT1G04323	long_noncoding_rna
1	Araport11	gene	1461934	1462157	.	+	.	AT1G04327	long_noncoding_rna
1	Araport11	gene	1161289	1161982	.	-	.	AT1G04330	protein_coding
1	Araport11	gene	1462043	1462340	.	-	.	AT1G04333	long_noncoding_rna
1	Araport11	gene	1496735	1497102	.	+	.	AT1G04337	long_noncoding_rna
1	Araport11	gene	1162905	1164861	.	-	.	AT1G04340	protein_coding
1	Araport11	gene	1508646	1509015	.	-	.	AT1G04343	antisense_long_noncoding_rna
1	Araport11	gene	1509751	1510161	.	+	.	AT1G04347	antisense_long_noncoding_rna
1	Araport11	gene	1164910	1167135	.	+	.	AT1G04350	protein_coding
1	Araport11	gene	1512618	1514562	.	+	.	AT1G04353	antisense_long_noncoding_rna
1	Araport11	gene	1523561	1524069	.	-	.	AT1G04357	long_noncoding_rna
1	Araport11	gene	1167288	1169034	.	-	.	AT1G04360	protein_coding
1	Araport11	gene	1523594	1523943	.	+	.	AT1G04363	long_noncoding_rna
1	Araport11	gene	1524572	1525242	.	-	.	AT1G04367	long_noncoding_rna
1	Araport11	gene	1175033	1175768	.	+	.	AT1G04370	protein_coding
1	Araport11	gene	1538273	1538484	.	-	.	AT1G04373	long_noncoding_rna
1	Araport11	gene	1542969	1543287	.	-	.	AT1G04377	long_noncoding_rna
1	Araport11	gene	1176544	1178488	.	-	.	AT1G04380	protein_coding
1	Araport11	gene	1543157	1543394	.	+	.	AT1G04383	long_noncoding_rna
1	Araport11	gene	1543643	1544093	.	+	.	AT1G04387	long_noncoding_rna
1	Araport11	gene	1179310	1183704	.	-	.	AT1G04390	protein_coding
1	Araport11	gene	1661408	1661614	.	+	.	AT1G04397	long_noncoding_rna
1	Araport11	gene	1185512	1188696	.	-	.	AT1G04400	protein_coding
1	Araport11	gene	1693476	1693804	.	-	.	AT1G04403	long_noncoding_rna
1	Araport11	gene	1713479	1713740	.	-	.	AT1G04407	long_noncoding_rna
1	Araport11	gene	1188995	1191458	.	-	.	AT1G04410	protein_coding
1	Araport11	gene	1717730	1718089	.	+	.	AT1G04413	antisense_long_noncoding_rna
1	Araport11	gene	1719300	1719659	.	-	.	AT1G04417	antisense_long_noncoding_rna
1	Araport11	gene	1191519	1193884	.	+	.	AT1G04420	protein_coding
1	Araport11	gene	1194187	1196889	.	+	.	AT1G04425	other_rna
1	Araport11	gene	1729587	1729890	.	+	.	AT1G04427	long_noncoding_rna
1	Araport11	gene	1197956	1201579	.	+	.	AT1G04430	protein_coding
1	Araport11	gene	1762363	1762693	.	-	.	AT1G04433	antisense_long_noncoding_rna
1	Araport11	gene	1764573	1764829	.	+	.	AT1G04437	antisense_long_noncoding_rna
1	Araport11	gene	1202160	1206009	.	+	.	AT1G04440	protein_coding
1	Araport11	gene	1839483	1839729	.	-	.	AT1G04443	long_noncoding_rna
1	Araport11	gene	1206760	1207939	.	+	.	AT1G04445	protein_coding
1	Araport11	gene	1887404	1887728	.	+	.	AT1G04447	long_noncoding_rna
1	Araport11	gene	1208521	1210026	.	+	.	AT1G04450	protein_coding
1	Araport11	gene	1953734	1954192	.	-	.	AT1G04453	long_noncoding_rna
1	Araport11	gene	1210269	1210622	.	+	.	AT1G04455	protein_coding
1	Araport11	gene	1210319	1210549	.	-	.	AT1G04457	pseudogene
1	Araport11	gene	1966019	1966939	.	-	.	AT1G04463	antisense_long_noncoding_rna
1	Araport11	gene	1968861	1969332	.	+	.	AT1G04467	antisense_long_noncoding_rna
1	Araport11	gene	1210924	1214841	.	-	.	AT1G04470	protein_coding
1	Araport11	gene	1989682	1990158	.	-	.	AT1G04473	antisense_long_noncoding_rna
1	Araport11	gene	1991587	1991970	.	+	.	AT1G04477	antisense_long_noncoding_rna
1	Araport11	gene	1215925	1217471	.	+	.	AT1G04480	protein_coding
1	Araport11	gene	2010883	2011109	.	-	.	AT1G04483	antisense_long_noncoding_rna
1	Araport11	gene	2035718	2036257	.	-	.	AT1G04487	antisense_long_noncoding_rna
1	Araport11	gene	1217690	1220899	.	-	.	AT1G04490	protein_coding
1	Araport11	gene	2055991	2056304	.	+	.	AT1G04493	long_noncoding_rna
1	Araport11	gene	2056863	2057170	.	+	.	AT1G04497	long_noncoding_rna
1	Araport11	gene	1221411	1224539	.	-	.	AT1G04500	protein_coding
1	Araport11	gene	2076515	2076998	.	+	.	AT1G04503	antisense_long_noncoding_rna
1	Araport11	gene	2088988	2089235	.	-	.	AT1G04507	antisense_long_noncoding_rna
1	Araport11	gene	1226483	1230947	.	+	.	AT1G04510	protein_coding
1	Araport11	gene	2089765	2090865	.	+	.	AT1G04513	antisense_long_noncoding_rna
1	Araport11	gene	2107313	2107396	12	-	.	AT1G04517	small_nucleolar_rna
1	Araport11	gene	1231452	1234032	.	+	.	AT1G04520	protein_coding
1	Araport11	gene	2107815	2108063	.	-	.	AT1G04523	long_noncoding_rna
1	Araport11	gene	2111064	2111147	112	-	.	AT1G04527	small_nucleolar_rna
1	Araport11	gene	1234176	1236206	.	-	.	AT1G04530	protein_coding
1	Araport11	gene	2127414	2127973	.	-	.	AT1G04533	antisense_long_noncoding_rna
1	Araport11	gene	2155213	2155622	.	+	.	AT1G04537	antisense_long_noncoding_rna
1	Araport11	gene	1236754	1239199	.	+	.	AT1G04540	protein_coding
1	Araport11	gene	2156221	2156306	0	-	.	AT1G04547	small_nucleolar_rna
1	Araport11	gene	1240294	1242157	.	+	.	AT1G04550	protein_coding
1	Araport11	gene	1242506	1244244	.	+	.	AT1G04555	protein_coding
1	Araport11	gene	2166659	2166864	.	+	.	AT1G04557	long_noncoding_rna
1	Araport11	gene	1244947	1246059	.	+	.	AT1G04560	protein_coding
1	Araport11	gene	2186933	2187181	.	+	.	AT1G04563	long_noncoding_rna
1	Araport11	gene	2218886	2219281	.	+	.	AT1G04567	antisense_long_noncoding_rna
1	Araport11	gene	1246601	1248876	.	-	.	AT1G04570	protein_coding
1	Araport11	gene	2241511	2241744	.	-	.	AT1G04573	long_noncoding_rna
1	Araport11	gene	2293014	2293251	.	-	.	AT1G04577	antisense_long_noncoding_rna
1	Araport11	gene	1252005	1257893	.	-	.	AT1G04580	protein_coding
1	Araport11	gene	2294889	2295488	.	+	.	AT1G04583	antisense_long_noncoding_rna
1	Araport11	gene	2297262	2297552	.	+	.	AT1G04587	antisense_long_noncoding_rna
1	Araport11	gene	1258556	1261470	.	-	.	AT1G04590	protein_coding
1	Araport11	gene	2321382	2321961	.	+	.	AT1G04593	long_noncoding_rna
1	Araport11	gene	2334333	2334599	.	+	.	AT1G04597	long_noncoding_rna
1	Araport11	gene	1261762	1272588	.	+	.	AT1G04600	protein_coding
1	Araport11	gene	2340559	2341109	.	+	.	AT1G04603	long_noncoding_rna
1	Araport11	gene	2348027	2348447	.	-	.	AT1G04607	long_noncoding_rna
1	Araport11	gene	1279351	1281618	.	+	.	AT1G04610	protein_coding
1	Araport11	gene	1282163	1286619	.	-	.	AT1G04620	protein_coding
1	Araport11	gene	2394236	2394474	.	-	.	AT1G04623	long_noncoding_rna
1	Araport11	gene	1287831	1289820	.	-	.	AT1G04625	protein_coding
1	Araport11	gene	1289734	1291112	.	-	.	AT1G04630	protein_coding
1	Araport11	gene	1291300	1292024	.	+	.	AT1G04635	protein_coding
1	Araport11	gene	1292023	1293398	.	+	.	AT1G04640	protein_coding
1	Araport11	gene	2538664	2539548	.	-	.	AT1G04643	antisense_long_noncoding_rna
1	Araport11	gene	1293770	1294263	.	-	.	AT1G04645	protein_coding
1	Araport11	gene	2620439	2621546	.	+	.	AT1G04647	antisense_long_noncoding_rna
1	Araport11	gene	1294627	1299023	.	-	.	AT1G04650	protein_coding
1	Araport11	gene	2629836	2630042	.	+	.	AT1G04653	long_noncoding_rna
1	Araport11	gene	2736598	2736830	.	-	.	AT1G04657	long_noncoding_rna
1	Araport11	gene	1300368	1301773	.	-	.	AT1G04660	protein_coding
1	Araport11	gene	2825588	2825978	.	+	.	AT1G04667	long_noncoding_rna
1	Araport11	gene	1301829	1302758	.	+	.	AT1G04670	protein_coding
1	Araport11	gene	2861646	2861854	.	-	.	AT1G04673	long_noncoding_rna
1	Araport11	gene	2864583	2865011	.	-	.	AT1G04677	long_noncoding_rna
1	Araport11	gene	1303467	1307973	.	-	.	AT1G04680	protein_coding
1	Araport11	gene	2865518	2865792	.	-	.	AT1G04683	long_noncoding_rna
1	Araport11	gene	2987676	2987995	.	-	.	AT1G04687	long_noncoding_rna
1	Araport11	gene	1313443	1315823	.	+	.	AT1G04690	protein_coding
1	Araport11	gene	2987676	2988104	.	+	.	AT1G04693	long_noncoding_rna
1	Araport11	gene	3031497	3032139	.	-	.	AT1G04697	antisense_long_noncoding_rna
1	Araport11	gene	1316139	1321000	.	+	.	AT1G04700	protein_coding
1	Araport11	gene	3083820	3084222	.	+	.	AT1G04703	long_noncoding_rna
1	Araport11	gene	3111746	3112619	.	-	.	AT1G04707	antisense_long_noncoding_rna
1	Araport11	gene	1321885	1324840	.	+	.	AT1G04710	protein_coding
1	Araport11	gene	3125307	3125609	.	-	.	AT1G04713	long_noncoding_rna
1	Araport11	gene	3131952	3132215	.	-	.	AT1G04717	long_noncoding_rna
1	Araport11	gene	1324923	1325007	38	+	.	AT1G04720	pre_trna
1	Araport11	gene	3173866	3174422	.	-	.	AT1G04723	antisense_long_noncoding_rna
1	Araport11	gene	1325099	1331169	.	-	.	AT1G04730	protein_coding
1	Araport11	gene	3180548	3180736	190	-	.	AT1G04733	small_nuclear_rna
1	Araport11	gene	3202274	3202774	.	-	.	AT1G04737	antisense_long_noncoding_rna
1	Araport11	gene	3204309	3205338	.	+	.	AT1G04743	antisense_long_noncoding_rna
1	Araport11	gene	3212812	3213011	.	+	.	AT1G04747	long_noncoding_rna
1	Araport11	gene	1331466	1333651	.	-	.	AT1G04750	protein_coding
1	Araport11	gene	3247779	3248058	.	-	.	AT1G04753	long_noncoding_rna
1	Araport11	gene	1334533	1336704	.	+	.	AT1G04760	protein_coding
1	Araport11	gene	3302153	3302419	.	-	.	AT1G04763	long_noncoding_rna
1	Araport11	gene	3302720	3303760	.	-	.	AT1G04767	antisense_long_noncoding_rna
1	Araport11	gene	1336274	1337849	.	-	.	AT1G04770	protein_coding
1	Araport11	gene	3305948	3306688	.	+	.	AT1G04773	antisense_long_noncoding_rna
1	Araport11	gene	1339588	1340565	.	+	.	AT1G04778	protein_coding
1	Araport11	gene	1340553	1343793	.	-	.	AT1G04780	protein_coding
1	Araport11	gene	3361410	3362012	.	-	.	AT1G04783	long_noncoding_rna
1	Araport11	gene	3406209	3406622	.	+	.	AT1G04787	long_noncoding_rna
1	Araport11	gene	1344989	1348868	.	+	.	AT1G04790	protein_coding
1	Araport11	gene	3422720	3423058	.	+	.	AT1G04793	long_noncoding_rna
1	Araport11	gene	3470451	3470918	.	-	.	AT1G04797	antisense_long_noncoding_rna
1	Araport11	gene	1348452	1349478	.	-	.	AT1G04800	protein_coding
1	Araport11	gene	3472127	3472558	.	+	.	AT1G04803	antisense_long_noncoding_rna
1	Araport11	gene	3514770	3515346	.	+	.	AT1G04807	long_noncoding_rna
1	Araport11	gene	1350080	1355466	.	+	.	AT1G04810	protein_coding
1	Araport11	gene	3529514	3529759	.	-	.	AT1G04813	long_noncoding_rna
1	Araport11	gene	3575377	3575814	.	+	.	AT1G04817	antisense_long_noncoding_rna
1	Araport11	gene	1356084	1358547	.	-	.	AT1G04820	protein_coding
1	Araport11	gene	3611490	3612255	.	-	.	AT1G04823	antisense_long_noncoding_rna
1	Araport11	gene	3615292	3616091	.	+	.	AT1G04827	antisense_long_noncoding_rna
1	Araport11	gene	1358574	1362019	.	-	.	AT1G04830	protein_coding
1	Araport11	gene	3681804	3684151	.	-	.	AT1G04833	antisense_long_noncoding_rna
1	Araport11	gene	3702554	3703796	.	-	.	AT1G04837	antisense_long_noncoding_rna
1	Araport11	gene	1362227	1365027	.	-	.	AT1G04840	protein_coding
1	Araport11	gene	3840833	3841171	.	-	.	AT1G04847	long_noncoding_rna
1	Araport11	gene	1365107	1368940	.	-	.	AT1G04850	protein_coding
1	Araport11	gene	3874538	3874895	.	-	.	AT1G04853	antisense_long_noncoding_rna
1	Araport11	gene	3891770	3891972	.	-	.	AT1G04857	long_noncoding_rna
1	Araport11	gene	1369036	1373103	.	-	.	AT1G04860	protein_coding
1	Araport11	gene	3937246	3937780	.	-	.	AT1G04863	long_noncoding_rna
1	Araport11	gene	3943179	3943430	.	+	.	AT1G04867	other_rna
1	Araport11	gene	1373234	1375821	.	-	.	AT1G04870	protein_coding
1	Araport11	gene	3951432	3951671	.	-	.	AT1G04873	long_noncoding_rna
1	Araport11	gene	3960944	3961245	.	+	.	AT1G04877	long_noncoding_rna
1	Araport11	gene	1375824	1379228	.	-	.	AT1G04880	protein_coding
1	Araport11	gene	3967959	3968238	.	-	.	AT1G04883	antisense_long_noncoding_rna
1	Araport11	gene	3975947	3977255	.	-	.	AT1G04887	antisense_long_noncoding_rna
1	Araport11	gene	1380382	1382599	.	-	.	AT1G04890	protein_coding
1	Araport11	gene	3991393	3991738	.	+	.	AT1G04893	antisense_long_noncoding_rna
1	Araport11	gene	1383008	1383422	.	-	.	AT1G04895	protein_coding
1	Araport11	gene	4006868	4007020	154	-	.	AT1G04897	small_nuclear_rna
1	Araport11	gene	1383841	1387895	.	+	.	AT1G04900	protein_coding
1	Araport11	gene	4007237	4007396	161	-	.	AT1G04907	small_nuclear_rna
1	Araport11	gene	1387871	1391381	.	-	.	AT1G04910	protein_coding
1	Araport11	gene	4011060	4011493	.	-	.	AT1G04913	antisense_long_noncoding_rna
1	Araport11	gene	4013195	4013918	.	+	.	AT1G04917	antisense_long_noncoding_rna
1	Araport11	gene	1391434	1395953	.	-	.	AT1G04920	protein_coding
1	Araport11	gene	4068821	4069413	.	-	.	AT1G04923	long_noncoding_rna
1	Araport11	gene	4122066	4122474	.	-	.	AT1G04927	antisense_long_noncoding_rna
1	Araport11	gene	1396265	1399122	.	-	.	AT1G04930	protein_coding
1	Araport11	gene	4123641	4125090	.	+	.	AT1G04933	antisense_long_noncoding_rna
1	Araport11	gene	4168884	4169086	.	-	.	AT1G04937	long_noncoding_rna
1	Araport11	gene	1399182	1400830	.	+	.	AT1G04940	protein_coding
1	Araport11	gene	4191063	4191268	.	-	.	AT1G04943	long_noncoding_rna
1	Araport11	gene	1399174	1403112	.	+	.	AT1G04945	protein_coding
1	Araport11	gene	4191471	4191780	.	+	.	AT1G04947	long_noncoding_rna
1	Araport11	gene	1403085	1407531	.	-	.	AT1G04950	protein_coding
1	Araport11	gene	4257863	4258637	.	+	.	AT1G04953	antisense_long_noncoding_rna
1	Araport11	gene	4261918	4262359	.	+	.	AT1G04957	long_noncoding_rna
1	Araport11	gene	1407772	1410933	.	-	.	AT1G04960	protein_coding
1	Araport11	gene	4289280	4289536	.	+	.	AT1G04963	long_noncoding_rna
1	Araport11	gene	4338942	4339323	.	-	.	AT1G04967	long_noncoding_rna
1	Araport11	gene	1411088	1413627	.	+	.	AT1G04970	protein_coding
1	Araport11	gene	4367768	4368493	.	-	.	AT1G04973	antisense_long_noncoding_rna
1	Araport11	gene	4368980	4369617	.	+	.	AT1G04977	antisense_long_noncoding_rna
1	Araport11	gene	1413644	1416218	.	-	.	AT1G04980	protein_coding
1	Araport11	gene	4391438	4391675	.	+	.	AT1G04983	long_noncoding_rna
1	Araport11	gene	1416342	1419027	.	-	.	AT1G04985	protein_coding
1	Araport11	gene	4457271	4457513	.	-	.	AT1G04987	long_noncoding_rna
1	Araport11	gene	1418612	1421863	.	-	.	AT1G04990	protein_coding
1	Araport11	gene	4526960	4527364	.	-	.	AT1G04997	long_noncoding_rna
1	Araport11	gene	1425539	1428869	.	+	.	AT1G05000	protein_coding
1	Araport11	gene	4532193	4532450	.	-	.	AT1G05003	long_noncoding_rna
1	Araport11	gene	1429048	1430056	.	+	.	AT1G05005	protein_coding
1	Araport11	gene	4580080	4580364	.	-	.	AT1G05007	long_noncoding_rna
1	Araport11	gene	1431177	1433010	.	-	.	AT1G05010	protein_coding
1	Araport11	gene	4611526	4611773	.	+	.	AT1G05013	long_noncoding_rna
1	Araport11	gene	4693764	4693985	.	-	.	AT1G05017	antisense_long_noncoding_rna
1	Araport11	gene	1435155	1437763	.	-	.	AT1G05020	protein_coding
1	Araport11	gene	4694951	4695230	.	+	.	AT1G05023	antisense_long_noncoding_rna
1	Araport11	gene	4697501	4698167	.	-	.	AT1G05027	long_noncoding_rna
1	Araport11	gene	1438048	1441933	.	-	.	AT1G05030	protein_coding
1	Araport11	gene	4714570	4715063	.	-	.	AT1G05033	antisense_long_noncoding_rna
1	Araport11	gene	1444983	1446116	.	+	.	AT1G05035	protein_coding
1	Araport11	gene	4772747	4772952	.	-	.	AT1G05037	long_noncoding_rna
1	Araport11	gene	1447369	1448463	.	-	.	AT1G05040	protein_coding
1	Araport11	gene	4800688	4801256	.	+	.	AT1G05043	antisense_long_noncoding_rna
1	Araport11	gene	4805676	4806123	.	+	.	AT1G05047	antisense_long_noncoding_rna
1	Araport11	gene	4832651	4832858	.	+	.	AT1G05053	long_noncoding_rna
1	Araport11	gene	1448631	1450901	.	-	.	AT1G05055	protein_coding
1	Araport11	gene	4842275	4842469	196	+	.	AT1G05057	small_nuclear_rna
1	Araport11	gene	1451002	1452872	.	-	.	AT1G05060	protein_coding
1	Araport11	gene	1453045	1454691	.	-	.	AT1G05061	pseudogene
1	Araport11	gene	1454606	1455322	.	-	.	AT1G05065	protein_coding
1	Araport11	gene	4902919	4903476	.	+	.	AT1G05067	long_noncoding_rna
1	Araport11	gene	1457007	1458802	.	-	.	AT1G05070	protein_coding
1	Araport11	gene	4902989	4903303	.	-	.	AT1G05073	long_noncoding_rna
1	Araport11	gene	4915883	4916216	.	-	.	AT1G05077	antisense_long_noncoding_rna
1	Araport11	gene	1459091	1460579	.	+	.	AT1G05080	protein_coding
1	Araport11	gene	4920783	4921480	.	+	.	AT1G05083	antisense_long_noncoding_rna
1	Araport11	gene	1460988	1461670	.	+	.	AT1G05085	protein_coding
1	Araport11	gene	1463108	1464173	.	+	.	AT1G05087	protein_coding
1	Araport11	gene	1464239	1465875	.	+	.	AT1G05090	protein_coding
1	Araport11	gene	4953017	4953522	.	+	.	AT1G05093	long_noncoding_rna
1	Araport11	gene	4994639	4994874	.	-	.	AT1G05097	long_noncoding_rna
1	Araport11	gene	1469541	1470881	.	+	.	AT1G05100	protein_coding
1	Araport11	gene	4996758	4997068	.	+	.	AT1G05103	long_noncoding_rna
1	Araport11	gene	4996867	4997187	.	-	.	AT1G05107	long_noncoding_rna
1	Araport11	gene	5036521	5036720	.	+	.	AT1G05113	long_noncoding_rna
1	Araport11	gene	5051298	5051561	.	+	.	AT1G05117	long_noncoding_rna
1	Araport11	gene	1471323	1476289	.	-	.	AT1G05120	protein_coding
1	Araport11	gene	5102981	5103303	.	+	.	AT1G05123	antisense_long_noncoding_rna
1	Araport11	gene	5131512	5131859	.	+	.	AT1G05127	long_noncoding_rna
1	Araport11	gene	5146658	5147266	.	+	.	AT1G05133	long_noncoding_rna
1	Araport11	gene	1477487	1478900	.	-	.	AT1G05135	pseudogene
1	Araport11	gene	1478923	1479063	.	+	.	AT1G05136	protein_coding
1	Araport11	gene	5170210	5170307	15	-	.	AT1G05137	small_nucleolar_rna
1	Araport11	gene	1482546	1484059	.	+	.	AT1G05140	protein_coding
1	Araport11	gene	5178738	5179002	.	-	.	AT1G05143	antisense_long_noncoding_rna
